Country Code,Year,Inflation
ARB,1969,1.303790175
ARB,1970,2.602240857
ARB,1971,6.884718905
ARB,1972,2.496080762
ARB,1973,11.55528084
ARB,1974,26.9226785
ARB,1975,5.599144132
ARB,1976,7.524527584
ARB,1977,9.724012
ARB,1978,7.441071635
ARB,1979,15.0505676
ARB,1980,20.02834826
ARB,1981,11.58229627
ARB,1982,6.420624418
ARB,1983,6.887496961
ARB,1984,6.591178092
ARB,1985,4.478420197
ARB,1986,4.883974396
ARB,1987,9.368089891
ARB,1988,5.033812129
ARB,1989,8.577774338
ARB,1990,14.12140417
ARB,1991,7.61051704
ARB,1992,5.118985815
ARB,1993,4.545665531
ARB,1994,7.890030451
ARB,1995,6.684041319
ARB,1996,7.107667474
ARB,1997,3.930616167
ARB,1998,0.3913212795
ARB,1999,5.811654768
ARB,2000,9.777061275
ARB,2001,0.7805612165
ARB,2002,4.170660623
ARB,2003,5.111613217
ARB,2004,10.99107672
ARB,2005,11.96643161
ARB,2006,9.376786713
ARB,2007,6.669433968
ARB,2008,14.80253198
ARB,2009,-4.365780794
ARB,2010,10.63740376
ARB,2011,14.672383
ARB,2012,4.500643802
ARB,2013,1.33095015
ARB,2014,0.3778095773
ARB,2015,2.114685457
ARB,2016,0.6089570395
CSS,1976,7.714603946
CSS,1977,12.48649654
CSS,1978,7.992239592
CSS,1979,13.15540956
CSS,1980,11.58879643
CSS,1981,8.117346451
CSS,1982,5.663793549
CSS,1983,5.582578821
CSS,1984,4.927467945
CSS,1985,5.188684587
CSS,1986,5.221755176
CSS,1987,7.635244272
CSS,1988,5.788222617
CSS,1989,5.603633682
CSS,1990,7.493532072
CSS,1991,4.827101932
CSS,1992,4.012641676
CSS,1993,1.883424817
CSS,1994,3.588316901
CSS,1995,3.059399668
CSS,1996,2.673084511
CSS,1997,1.827377353
CSS,1998,2.425158234
CSS,1999,3.350212063
CSS,2000,1.552078567
CSS,2001,2.144176943
CSS,2002,1.017049274
CSS,2003,1.124929384
CSS,2004,4.014011472
CSS,2005,5.056827498
CSS,2006,4.478324453
CSS,2007,6.12721541
CSS,2008,3.1442647
CSS,2009,0.2925072749
CSS,2010,1.440233795
CSS,2011,3.992111632
CSS,2012,1.946353974
CSS,2013,1.0278108
CSS,2014,1.510560775
CSS,2015,2.445835408
CSS,2016,1.355800033
CEB,1993,25.96062574
CEB,1994,28.36254767
CEB,1995,27.35554944
CEB,1996,17.96235355
CEB,1997,10.16997517
CEB,1998,8.255724134
CEB,1999,6.162528147
CEB,2000,5.447243694
CEB,2001,5.088279816
CEB,2002,3.952387613
CEB,2003,4.293393968
CEB,2004,4.912219158
CEB,2005,3.395024091
CEB,2006,3.997253924
CEB,2007,5.409139246
CEB,2008,5.702517446
CEB,2009,2.780342103
CEB,2010,1.107480944
CEB,2011,3.22912192
CEB,2012,2.349719332
CEB,2013,1.431897907
CEB,2014,1.027470375
CEB,2015,0.9672987099
CEB,2016,0.9505549344
EAR,1961,3.044117141
EAR,1962,1.942370426
EAR,1963,2.92510431
EAR,1964,2.824285236
EAR,1965,2.954124952
EAR,1966,4.134426126
EAR,1967,2.007866585
EAR,1968,2.166149449
EAR,1969,2.888128119
EAR,1970,3.855053098
EAR,1971,5.211625863
EAR,1972,7.131028103
EAR,1973,15.89949535
EAR,1974,22.45169351
EAR,1975,11.99744339
EAR,1976,10.43703169
EAR,1977,10.91349052
EAR,1978,9.706191149
EAR,1979,15.18072993
EAR,1980,16.93457246
EAR,1981,10.14233154
EAR,1982,7.419672665
EAR,1983,7.707672782
EAR,1984,9.653549047
EAR,1985,6.753190043
EAR,1986,6.789400455
EAR,1987,9.759691123
EAR,1988,9.632292144
EAR,1989,8.790722809
EAR,1990,12.1208256
EAR,1991,12.97176039
EAR,1992,9.102214239
EAR,1993,10.77490928
EAR,1994,9.985679686
EAR,1995,9.404434816
EAR,1996,8.76308498
EAR,1997,7.004068046
EAR,1998,6.983933591
EAR,1999,6.642254597
EAR,2000,8.566228462
EAR,2001,5.15533505
EAR,2002,4.914175583
EAR,2003,5.513383277
EAR,2004,7.389252416
EAR,2005,6.588626179
EAR,2006,7.89532909
EAR,2007,6.638004721
EAR,2008,11.05004361
EAR,2009,4.598516917
EAR,2010,6.100263759
EAR,2011,8.029831761
EAR,2012,5.284204276
EAR,2013,3.661463259
EAR,2014,3.808928023
EAR,2015,2.244444902
EAR,2016,3.611788437
EAS,1978,5.959669634
EAS,1979,10.78644567
EAS,1980,11.90707283
EAS,1981,9.261928734
EAS,1982,5.057854644
EAS,1983,5.846774194
EAS,1984,6.514383335
EAS,1985,3.839850198
EAS,1986,3.770739027
EAS,1987,7.402879928
EAS,1988,7.269269696
EAS,1989,6.079310802
EAS,1990,5.945874479
EAS,1991,6.397676772
EAS,1992,5.630791162
EAS,1993,3.987054219
EAS,1994,4.304934061
EAS,1995,3.461461158
EAS,1996,3.888912016
EAS,1997,3.466684717
EAS,1998,3.340490355
EAS,1999,2.117116171
EAS,2000,2.509572031
EAS,2001,3.227608412
EAS,2002,3.06049293
EAS,2003,2.628468495
EAS,2004,3.332189658
EAS,2005,4.497068194
EAS,2006,4.053028493
EAS,2007,3.20881459
EAS,2008,7.827406952
EAS,2009,2.437840514
EAS,2010,3.161444248
EAS,2011,3.897921391
EAS,2012,2.392484151
EAS,2013,1.781058403
EAS,2014,1.858193716
EAS,2015,2.141344449
EAS,2016,2.187415249
EAP,1982,4
EAP,1983,5.879567217
EAP,1984,5.75313868
EAP,1985,3.68577833
EAP,1986,2.703379301
EAP,1987,7.498192099
EAP,1988,7.924236985
EAP,1989,6.45173613
EAP,1990,6.679469369
EAP,1991,7.246974478
EAP,1992,7.288856258
EAP,1993,6.49193758
EAP,1994,7.100223841
EAP,1995,6.292128266
EAP,1996,5.787359511
EAP,1997,4.862339706
EAP,1998,7.775663313
EAP,1999,5.113445166
EAP,2000,2.985493817
EAP,2001,3.722532478
EAP,2002,4.698928166
EAP,2003,2.92031969
EAP,2004,5.170304482
EAP,2005,5.564430831
EAP,2006,4.447042361
EAP,2007,5.676297991
EAP,2008,8.737673929
EAP,2009,2.311267078
EAP,2010,4.080971805
EAP,2011,5.794864599
EAP,2012,3.324431122
EAP,2013,2.225234148
EAP,2014,1.984050408
EAP,2015,1.263296415
EAP,2016,2.944030314
TEA,1982,4
TEA,1983,5.879567217
TEA,1984,5.75313868
TEA,1985,3.68577833
TEA,1986,2.703379301
TEA,1987,7.498192099
TEA,1988,7.924236985
TEA,1989,6.45173613
TEA,1990,6.679469369
TEA,1991,7.246974478
TEA,1992,6.776994142
TEA,1993,5.865332185
TEA,1994,6.947359288
TEA,1995,5.740163115
TEA,1996,5.073623077
TEA,1997,4.420918563
TEA,1998,7.48757882
TEA,1999,4.4921875
TEA,2000,3.079008535
TEA,2001,3.541799143
TEA,2002,4.430578991
TEA,2003,3.250269215
TEA,2004,5.170304482
TEA,2005,5.952349752
TEA,2006,4.447042361
TEA,2007,5.676297991
TEA,2008,8.602007982
TEA,2009,2.311267078
TEA,2010,4.080971805
TEA,2011,5.794864599
TEA,2012,3.324431122
TEA,2013,2.225234148
TEA,2014,2.467466779
TEA,2015,1.406846744
TEA,2016,2.944030314
EMU,1961,2.624274318
EMU,1962,3.934306333
EMU,1963,4.188868223
EMU,1964,5.238375363
EMU,1965,4.102028998
EMU,1966,4.40492928
EMU,1967,3.220596753
EMU,1968,3.517347198
EMU,1969,4.641788271
EMU,1970,7.616648879
EMU,1971,6.204372421
EMU,1972,6.803554264
EMU,1973,9.466307661
EMU,1974,12.89565302
EMU,1975,13.12000776
EMU,1976,11.48800121
EMU,1977,8.840488842
EMU,1978,8.367795236
EMU,1979,9.311145718
EMU,1980,12.04157372
EMU,1981,11.67452085
EMU,1982,10.58199041
EMU,1983,7.509870345
EMU,1984,6.726320076
EMU,1985,5.206394104
EMU,1986,4.468755479
EMU,1987,2.771023612
EMU,1988,3.20218745
EMU,1989,4.774600863
EMU,1990,3.273846674
EMU,1991,3.233961754
EMU,1992,3.641747086
EMU,1993,4.135528002
EMU,1994,3.542372379
EMU,1995,3.03399607
EMU,1996,2.502715745
EMU,1997,3.886560198
EMU,1998,3.111427499
EMU,1999,2.555305913
EMU,2000,3.276074469
EMU,2001,3.333428585
EMU,2002,3.348771327
EMU,2003,3.181332105
EMU,2004,2.523726034
EMU,2005,2.440917804
EMU,2006,2.919035181
EMU,2007,2.765039571
EMU,2008,2.834598454
EMU,2009,0.7781031625
EMU,2010,0.7577044076
EMU,2011,1.647678658
EMU,2012,1.892708973
EMU,2013,1.368458976
EMU,2014,0.7932746255
EMU,2015,1.09231639
EMU,2016,0.7908985054
ECS,1986,4.150668939
ECS,1987,4.275659392
ECS,1988,3.193692658
ECS,1989,5.554007632
ECS,1990,5.417784688
ECS,1991,8.306065544
ECS,1992,6.710771209
ECS,1993,6.674599693
ECS,1994,6.274304673
ECS,1995,8.84743048
ECS,1996,4.520871547
ECS,1997,6.173841682
ECS,1998,4.691972416
ECS,1999,3.186785923
ECS,2000,3.936802819
ECS,2001,3.891863134
ECS,2002,3.351484933
ECS,2003,3.431804614
ECS,2004,3.637638707
ECS,2005,3.130842394
ECS,2006,3.51194016
ECS,2007,3.987410078
ECS,2008,4.995068872
ECS,2009,1.975810941
ECS,2010,1.735884047
ECS,2011,2.568075652
ECS,2012,2.068570806
ECS,2013,1.646877668
ECS,2014,1.472050415
ECS,2015,1.246192558
ECS,2016,1.088852144
ECA,1991,95.98760406
ECA,1992,947.7444191
ECA,1993,970.6448875
ECA,1994,629.8026033
ECA,1995,160.8886735
ECA,1996,43.58661105
ECA,1997,17.90489523
ECA,1998,11.35525834
ECA,1999,24.75933908
ECA,2000,23.28716742
ECA,2001,10.77868313
ECA,2002,5.462533011
ECA,2003,8.270595361
ECA,2004,8.341347661
ECA,2005,7.527942824
ECA,2006,9.970757768
ECA,2007,11.89188768
ECA,2008,11.95200837
ECA,2009,3.407822919
ECA,2010,7.390686601
ECA,2011,8.821145335
ECA,2012,5.065687111
ECA,2013,3.391955309
ECA,2014,2.985223001
ECA,2015,2.21271551
ECA,2016,3.899752543
TEC,1991,95.61871199
TEC,1992,830.159607
TEC,1993,887.8407362
TEC,1994,307.2980569
TEC,1995,152.4458829
TEC,1996,43.03263275
TEC,1997,17.7359945
TEC,1998,11.02727002
TEC,1999,23.01143779
TEC,2000,23.11594264
TEC,2001,10.15643264
TEC,2002,5.121841928
TEC,2003,8.220602854
TEC,2004,8.315176291
TEC,2005,7.128622298
TEC,2006,9.391617849
TEC,2007,11.06609982
TEC,2008,11.86668032
TEC,2009,3.771233789
TEC,2010,7.012657721
TEC,2011,8.188568494
TEC,2012,4.785569806
TEC,2013,3.36682464
TEC,2014,2.708110004
TEC,2015,2.205839919
TEC,2016,3.610349378
EUU,1971,7.14456396
EUU,1972,7.090842236
EUU,1973,9.076542875
EUU,1974,13.08090078
EUU,1975,13.46196812
EUU,1976,11.91896634
EUU,1977,8.896885736
EUU,1978,9.281399609
EUU,1979,8.3049795
EUU,1980,11.71650993
EUU,1981,11.12209387
EUU,1982,9.60614175
EUU,1983,7.102317055
EUU,1984,6.169254288
EUU,1985,5.206394104
EUU,1986,4.256196321
EUU,1987,3.456659303
EUU,1988,3.228497421
EUU,1989,5.243516232
EUU,1990,4.299363206
EUU,1991,3.888005908
EUU,1992,4.048595667
EUU,1993,4.537241246
EUU,1994,3.542473565
EUU,1995,4.196436117
EUU,1996,3.931788359
EUU,1997,4.216376437
EUU,1998,3.356613758
EUU,1999,2.610071764
EUU,2000,3.36784327
EUU,2001,3.404090296
EUU,2002,3.032115096
EUU,2003,2.546913123
EUU,2004,2.821594625
EUU,2005,2.605299485
EUU,2006,2.965705314
EUU,2007,2.931988123
EUU,2008,3.199353564
EUU,2009,1.639146703
EUU,2010,0.9194522949
EUU,2011,1.75265946
EUU,2012,1.736994069
EUU,2013,1.328071182
EUU,2014,0.9931885845
EUU,2015,1.103544094
EUU,2016,0.8720583497
FCS,1969,4.213958542
FCS,1970,3.357344099
FCS,1971,5.663306129
FCS,1972,5.101046753
FCS,1973,10.21936759
FCS,1974,13.61616647
FCS,1975,9.164864439
FCS,1976,9.650412682
FCS,1977,10.84678532
FCS,1978,7.511254289
FCS,1979,11.47847869
FCS,1980,12.97134338
FCS,1981,8.376535263
FCS,1982,8.301317584
FCS,1983,10.81740027
FCS,1984,9.25199785
FCS,1985,4.09732531
FCS,1986,5.59479994
FCS,1987,8.932879658
FCS,1988,8.441094428
FCS,1989,8.401589275
FCS,1990,7.602112651
FCS,1991,7.120914598
FCS,1992,4.259478468
FCS,1993,5.23872679
FCS,1994,13.80036621
FCS,1995,9.854008118
FCS,1996,9.029609216
FCS,1997,5.303760849
FCS,1998,5.264159734
FCS,1999,6.121393537
FCS,2000,8.642093619
FCS,2001,5.913662562
FCS,2002,4.947133684
FCS,2003,4.858564182
FCS,2004,6.766219229
FCS,2005,7.562707888
FCS,2006,4.454924341
FCS,2007,4.742123342
FCS,2008,8.64881979
FCS,2009,2.91405512
FCS,2010,5.462381903
FCS,2011,8.706713523
FCS,2012,4.323054605
FCS,2013,2.560907188
FCS,2014,2.646833327
FCS,2015,2.674469002
FCS,2016,4.520236879
HPC,1961,3.432350228
HPC,1962,2.48595551
HPC,1963,3.23554422
HPC,1964,3.94394908
HPC,1965,3.052176608
HPC,1966,3.406550383
HPC,1967,1.266337669
HPC,1968,2.712227644
HPC,1969,3.726851463
HPC,1970,3.785003646
HPC,1971,3.03165699
HPC,1972,4.974395468
HPC,1973,7.838578679
HPC,1974,14.9207099
HPC,1975,8.304804542
HPC,1976,9.927094453
HPC,1977,12.19947972
HPC,1978,8.562151175
HPC,1979,11.42124509
HPC,1980,14.24589465
HPC,1981,10.62826136
HPC,1982,10.34139169
HPC,1983,11.00198743
HPC,1984,13.55219179
HPC,1985,10.41994122
HPC,1986,7.260251667
HPC,1987,12.52316199
HPC,1988,9.159941141
HPC,1989,12.74406018
HPC,1990,11.45836895
HPC,1991,16.33418967
HPC,1992,8.192748704
HPC,1993,11.91288483
HPC,1994,26.17187901
HPC,1995,12.40000803
HPC,1996,9.07483508
HPC,1997,5.58455069
HPC,1998,7.49572187
HPC,1999,6.421529168
HPC,2000,6.916589806
HPC,2001,5.171792681
HPC,2002,3.837945803
HPC,2003,7.061212689
HPC,2004,9.392579468
HPC,2005,8.871791219
HPC,2006,8.803202025
HPC,2007,6.691476275
HPC,2008,9.715942137
HPC,2009,4.567469606
HPC,2010,6.598648026
HPC,2011,8.78924162
HPC,2012,5.854608735
HPC,2013,4.025024791
HPC,2014,2.75419141
HPC,2015,3.634238734
HPC,2016,4.973579234
HIC,1971,7.14456396
HIC,1972,6.835296491
HIC,1973,11.00623709
HIC,1974,15.72875096
HIC,1975,12.88972132
HIC,1976,9.496907424
HIC,1977,8.381099413
HIC,1978,7.189901043
HIC,1979,10.4005057
HIC,1980,12.05453902
HIC,1981,11.4480168
HIC,1982,8.952873145
HIC,1983,5.76261687
HIC,1984,5.438717419
HIC,1985,4.743629055
HIC,1986,4.256196321
HIC,1987,4.75786608
HIC,1988,3.902035057
HIC,1989,4.881362874
HIC,1990,5.302263665
HIC,1991,3.225275479
HIC,1992,3.348880693
HIC,1993,2.757084617
HIC,1994,2.54503186
HIC,1995,2.905939052
HIC,1996,2.488548365
HIC,1997,2.224362177
HIC,1998,1.595809869
HIC,1999,2.154695913
HIC,2000,2.935132558
HIC,2001,2.504877591
HIC,2002,2.380165079
HIC,2003,2.565000868
HIC,2004,2.969523765
HIC,2005,2.732511797
HIC,2006,2.965705314
HIC,2007,3.324957541
HIC,2008,3.076884682
HIC,2009,0.897832811
HIC,2010,1.277426949
HIC,2011,2.319227701
HIC,2012,1.941219498
HIC,2013,1.328071182
HIC,2014,1.032129549
HIC,2015,1.233950482
HIC,2016,0.7410975258
IBD,1966,3.015688619
IBD,1967,2.158523382
IBD,1968,2.290766512
IBD,1969,3.333369938
IBD,1970,4.352969049
IBD,1971,5.243632029
IBD,1972,7.431064714
IBD,1973,15.41893617
IBD,1974,24.38673436
IBD,1975,10.6051052
IBD,1976,10.98586141
IBD,1977,11.92709942
IBD,1978,9.331739788
IBD,1979,15.5624072
IBD,1980,18.28801078
IBD,1981,10.82758198
IBD,1982,8.095863095
IBD,1983,8.293234832
IBD,1984,11.06496663
IBD,1985,8.199523983
IBD,1986,6.789400455
IBD,1987,9.133534008
IBD,1988,10.11703403
IBD,1989,10.19696326
IBD,1990,15.50184839
IBD,1991,22.35011586
IBD,1992,14.08292064
IBD,1993,13.62442466
IBD,1994,15.00871935
IBD,1995,11.23807922
IBD,1996,8.798385809
IBD,1997,7.506009324
IBD,1998,7.446428406
IBD,1999,5.326566291
IBD,2000,7.277430207
IBD,2001,4.772783735
IBD,2002,4.580255477
IBD,2003,5.956289555
IBD,2004,7.807380289
IBD,2005,6.687280396
IBD,2006,7.743884772
IBD,2007,6.779762985
IBD,2008,10.39168751
IBD,2009,3.498146566
IBD,2010,6.350977419
IBD,2011,6.725211717
IBD,2012,4.716482058
IBD,2013,2.922965065
IBD,2014,2.639856811
IBD,2015,1.785789761
IBD,2016,2.297647776
IBT,1966,3.699034535
IBT,1967,1.963389333
IBT,1968,2.575097867
IBT,1969,3.562277615
IBT,1970,4.187470636
IBT,1971,4.144429811
IBT,1972,6.350062031
IBT,1973,12.98828173
IBT,1974,20.58018095
IBT,1975,11.73212655
IBT,1976,10.08321161
IBT,1977,11.16363259
IBT,1978,9.280066745
IBT,1979,13.12368806
IBT,1980,14.50165303
IBT,1981,9.913532815
IBT,1982,8.095863095
IBT,1983,8.487755878
IBT,1984,10.04206382
IBT,1985,7.805392288
IBT,1986,6.684955291
IBT,1987,8.842020422
IBT,1988,8.957951871
IBT,1989,8.585054863
IBT,1990,10.66456907
IBT,1991,13.40660743
IBT,1992,10.0570845
IBT,1993,11.6054293
IBT,1994,15.00871935
IBT,1995,11.06010762
IBT,1996,8.696767121
IBT,1997,6.945196814
IBT,1998,6.933817344
IBT,1999,5.991839858
IBT,2000,6.914373558
IBT,2001,5.073072384
IBT,2002,4.048426157
IBT,2003,5.487429138
IBT,2004,7.126841556
IBT,2005,7.026790843
IBT,2006,7.789747358
IBT,2007,6.650502273
IBT,2008,9.707408842
IBT,2009,3.540281541
IBT,2010,6.042887193
IBT,2011,7.833325636
IBT,2012,4.940813837
IBT,2013,3.366753575
IBT,2014,2.989481171
IBT,2015,2.445835408
IBT,2016,3.642463084
IDB,1961,4.130451523
IDB,1962,0.3780609763
IDB,1963,-0.7881594114
IDB,1964,3.852279248
IDB,1965,2.467872357
IDB,1966,5.218880151
IDB,1967,7.036757901
IDB,1968,2.604582212
IDB,1969,3.967216534
IDB,1970,4.979133946
IDB,1971,3.831893422
IDB,1972,6.747877491
IDB,1973,12.87377378
IDB,1974,14.45151374
IDB,1975,11.88443088
IDB,1976,13.10450443
IDB,1977,9.904324233
IDB,1978,5.239739626
IDB,1979,13.02527761
IDB,1980,12.74093493
IDB,1981,9.189084503
IDB,1982,6.044738166
IDB,1983,6.338371528
IDB,1984,7.438292912
IDB,1985,3.666657855
IDB,1986,4.335051084
IDB,1987,6.137347306
IDB,1988,5.113301587
IDB,1989,6.222042985
IDB,1990,4.058960469
IDB,1991,6.832378485
IDB,1992,3.443781076
IDB,1993,5.742180126
IDB,1994,8.435911837
IDB,1995,4.976090376
IDB,1996,8.373609998
IDB,1997,4.964517679
IDB,1998,2.425158234
IDB,1999,7.612078194
IDB,2000,11.99969139
IDB,2001,3.649755996
IDB,2002,2.152374294
IDB,2003,5.032129511
IDB,2004,3.846964919
IDB,2005,6.081533973
IDB,2006,12.51521434
IDB,2007,7.701902461
IDB,2008,8.99100499
IDB,2009,1.998417099
IDB,2010,6.883526422
IDB,2011,8.047326123
IDB,2012,3.299268315
IDB,2013,3.554453285
IDB,2014,3.379348968
IDB,2015,2.815393867
IDB,2016,2.147659927
IDX,1968,3.165169051
IDX,1969,4.351453916
IDX,1970,2.997540649
IDX,1971,3.101916564
IDX,1972,4.523128371
IDX,1973,9.658932998
IDX,1974,15.67299883
IDX,1975,11.94728115
IDX,1976,8.852149422
IDX,1977,10.84678532
IDX,1978,9.635491312
IDX,1979,10.76178868
IDX,1980,11.77879325
IDX,1981,9.100287343
IDX,1982,9.220783648
IDX,1983,9.04678191
IDX,1984,10.25881939
IDX,1985,9.613812278
IDX,1986,7.260251667
IDX,1987,11.11963117
IDX,1988,9.53403991
IDX,1989,7.976124849
IDX,1990,10.66083429
IDX,1991,12.26910967
IDX,1992,8.00673294
IDX,1993,8.186462433
IDX,1994,20.24218489
IDX,1995,11.06400011
IDX,1996,8.721702348
IDX,1997,6.01124062
IDX,1998,7.252747253
IDX,1999,6.44461033
IDX,2000,6.30012396
IDX,2001,5.285927217
IDX,2002,4.05264156
IDX,2003,5.111613217
IDX,2004,7.015162865
IDX,2005,7.501726395
IDX,2006,7.365835216
IDX,2007,6.518033506
IDX,2008,9.056479283
IDX,2009,3.95947682
IDX,2010,5.734214539
IDX,2011,8.410637332
IDX,2012,5.873883829
IDX,2013,3.971269536
IDX,2014,3.333514291
IDX,2015,3.266139965
IDX,2016,4.520236879
IDA,1968,3.165169051
IDA,1969,4.351453916
IDA,1970,3.37328785
IDA,1971,3.395502425
IDA,1972,5.101046753
IDA,1973,10.10433672
IDA,1974,15.67299883
IDA,1975,11.88443088
IDA,1976,9.549602085
IDA,1977,10.68855112
IDA,1978,9.228393702
IDA,1979,11.42124509
IDA,1980,12.58029859
IDA,1981,9.151228135
IDA,1982,8.083241952
IDA,1983,8.861952854
IDA,1984,9.452773449
IDA,1985,7.071234631
IDA,1986,6.361338137
IDA,1987,7.799060767
IDA,1988,7.640475996
IDA,1989,7.147738828
IDA,1990,7.935334067
IDA,1991,10.49389843
IDA,1992,7.314048678
IDA,1993,8.186462433
IDA,1994,15.82768834
IDA,1995,10.47088286
IDA,1996,8.373609998
IDA,1997,5.58455069
IDA,1998,5.626032137
IDA,1999,6.738006949
IDA,2000,6.300171192
IDA,2001,5.210821887
IDA,2002,3.865406619
IDA,2003,5.111613217
IDA,2004,6.451983852
IDA,2005,7.128622298
IDA,2006,7.789747358
IDA,2007,6.625507168
IDA,2008,9.056479283
IDA,2009,3.699086952
IDA,2010,5.734214539
IDA,2011,8.410637332
IDA,2012,5.839291002
IDA,2013,3.897710128
IDA,2014,3.333514291
IDA,2015,2.986406945
IDA,2016,4.481309403
LTE,1971,4.705322937
LTE,1972,6.413089158
LTE,1973,15.10719239
LTE,1974,24.37874263
LTE,1975,12.08180736
LTE,1976,8.012194265
LTE,1977,8.896885736
LTE,1978,7.63350526
LTE,1979,13.08099129
LTE,1980,17.79985763
LTE,1981,10.86389905
LTE,1982,6.741940604
LTE,1983,6.158569032
LTE,1984,5.501301453
LTE,1985,5.022921158
LTE,1986,4.678871688
LTE,1987,6.586347651
LTE,1988,3.69310429
LTE,1989,6.116743087
LTE,1990,9.265480096
LTE,1991,9.594151098
LTE,1992,8.800976885
LTE,1993,10.13082797
LTE,1994,13.35884424
LTE,1995,9.30343963
LTE,1996,7.002042734
LTE,1997,5.809706197
LTE,1998,4.99674703
LTE,1999,4.326096153
LTE,2000,5.885429181
LTE,2001,4.718949129
LTE,2002,3.952387613
LTE,2003,5.354755649
LTE,2004,6.878410746
LTE,2005,7.028819139
LTE,2006,8.360587417
LTE,2007,8.26366459
LTE,2008,9.020371708
LTE,2009,1.993795544
LTE,2010,5.589863796
LTE,2011,5.336652254
LTE,2012,3.343963141
LTE,2013,2.029836765
LTE,2014,1.835396519
LTE,2015,2.005330679
LTE,2016,2.017990212
LCN,1961,3.245870346
LCN,1962,3.012855316
LCN,1963,2.774983415
LCN,1964,3.273171032
LCN,1965,2.59364866
LCN,1966,3.454654868
LCN,1967,3.122443711
LCN,1968,3.310624488
LCN,1969,3.466665628
LCN,1970,4.445575283
LCN,1971,5.063903656
LCN,1972,6.958653746
LCN,1973,14.50077484
LCN,1974,23.21302671
LCN,1975,14.65814807
LCN,1976,9.963858032
LCN,1977,12.93939691
LCN,1978,7.921356425
LCN,1979,14.84548532
LCN,1980,16.91728088
LCN,1981,11.5599089
LCN,1982,6.659513428
LCN,1983,6.964269905
LCN,1984,6.628206257
LCN,1985,8.748099656
LCN,1986,6.813193757
LCN,1987,9.133534008
LCN,1988,11.65529795
LCN,1989,8.996390756
LCN,1990,19.15686656
LCN,1991,17.68944291
LCN,1992,8.861384868
LCN,1993,9.67785463
LCN,1994,10.95306653
LCN,1995,9.919697401
LCN,1996,3.73875931
LCN,1997,4.073930386
LCN,1998,4.924111103
LCN,1999,3.789095926
LCN,2000,5.195404569
LCN,2001,3.965570084
LCN,2002,3.960818839
LCN,2003,5.40847404
LCN,2004,6.665197299
LCN,2005,6.26554606
LCN,2006,6.132796945
LCN,2007,6.532271
LCN,2008,7.818436108
LCN,2009,3.517540988
LCN,2010,5.141872621
LCN,2011,6.205060336
LCN,2012,3.927636598
LCN,2013,2.207512894
LCN,2014,2.838617501
LCN,2015,2.55770865
LCN,2016,3.656492206
LAC,1961,3.319721275
LAC,1962,2.835353269
LAC,1963,2.453994411
LAC,1964,3.560893158
LAC,1965,2.207059313
LAC,1966,3.333058498
LAC,1967,2.604896409
LAC,1968,2.059490663
LAC,1969,3.098964094
LAC,1970,4.641543409
LAC,1971,4.223662157
LAC,1972,6.958653746
LAC,1973,14.50077484
LAC,1974,23.21302671
LAC,1975,14.65814807
LAC,1976,9.963858032
LAC,1977,13.85917715
LAC,1978,9.321215047
LAC,1979,15.5624072
LAC,1980,16.95186403
LAC,1981,11.5599089
LAC,1982,6.277205709
LAC,1983,7.707672782
LAC,1984,14.60905093
LAC,1985,14.5100989
LAC,1986,9.387266237
LAC,1987,12.23372221
LAC,1988,12.05557666
LAC,1989,12.36922128
LAC,1990,25.11710588
LAC,1991,23.25061944
LAC,1992,11.92076022
LAC,1993,12.22003496
LAC,1994,12.57337044
LAC,1995,11.07642538
LAC,1996,8.900004498
LAC,1997,6.355607792
LAC,1998,5.14760073
LAC,1999,4.415326969
LAC,2000,6.715062711
LAC,2001,5.240659463
LAC,2002,5.301833799
LAC,2003,5.862744129
LAC,2004,6.867508629
LAC,2005,6.484808186
LAC,2006,7.215319398
LAC,2007,6.893245426
LAC,2008,8.89938343
LAC,2009,3.540281541
LAC,2010,5.580892458
LAC,2011,6.520581538
LAC,2012,4.551608869
LAC,2013,3.230865761
LAC,2014,3.191028278
LAC,2015,2.656648997
LAC,2016,3.772870779
TLA,1961,3.393572205
TLA,1962,3.012855316
TLA,1963,2.92510431
TLA,1964,3.848615284
TLA,1965,2.59364866
TLA,1966,3.454654868
TLA,1967,3.082883542
TLA,1968,2.734812161
TLA,1969,3.252155855
TLA,1970,4.445575283
TLA,1971,5.063903656
TLA,1972,7.368975185
TLA,1973,14.84042115
TLA,1974,25.38098579
TLA,1975,15.62549816
TLA,1976,10.78256628
TLA,1977,15.81735902
TLA,1978,8.6352972
TLA,1979,15.73694358
TLA,1980,18.28801078
TLA,1981,11.56885254
TLA,1982,6.755343999
TLA,1983,7.707672782
TLA,1984,14.60905093
TLA,1985,14.5100989
TLA,1986,9.387266237
TLA,1987,12.23372221
TLA,1988,12.37060649
TLA,1989,12.36922128
TLA,1990,22.4709371
TLA,1991,21.44961228
TLA,1992,11.92076022
TLA,1993,10.37726162
TLA,1994,12.57337044
TLA,1995,11.07642538
TLA,1996,6.75764906
TLA,1997,5.223337297
TLA,1998,4.436978797
TLA,1999,3.891390133
TLA,2000,6.242719981
TLA,2001,4.396094212
TLA,2002,4.822896132
TLA,2003,5.862744129
TLA,2004,7.517539926
TLA,2005,6.484808186
TLA,2006,6.653862674
TLA,2007,6.893245426
TLA,2008,8.400965769
